Ani DiFranco	instrument	Guitar, bass guitar, tenor guitar, vocals, percussion, piano
Andy M. Stewart	instrument	Banjo
Andy M. Stewart	instrument	Mandolin
Andy M. Stewart	instrument	Tin whistle
Sébastien Lefebvre	instrument	*
Sébastien Lefebvre	instrument	Guitar
Sébastien Lefebvre	instrument	Singing
Sébastien Lefebvre	instrument	Bass guitar
Oleg Fesov	instrument	Guitar
Oleg Fesov	instrument	Oud
Oleg Fesov	instrument	Sitar
Oleg Fesov	instrument	Tabla
Oleg Fesov	instrument	Keyboard instrument
Lenny Wolf	instrument	Singing
Lenny Wolf	instrument	Guitar
Lenny Wolf	instrument	Bass guitar
Mille Petrozza	instrument	Vocals
Mille Petrozza	instrument	Guitar
Ai Ishigaki	instrument	Guitar
Per Magnusson	instrument	Keyboard instrument
Per Magnusson	instrument	Guitar
Per Magnusson	instrument	Bass Guitar
Per Magnusson	instrument	Cello
Bhajan Sopori	instrument	santoor
Victor Guillermo Ramos Rangel	instrument	Bassoon
Greg Leon	instrument	Guitar
Greg Leon	instrument	Singing
Ebiet G. Ade	instrument	Singing
Ebiet G. Ade	instrument	Guitar
Hampartsoum Limondjian	instrument	Singing
Hampartsoum Limondjian	instrument	Violin
Hampartsoum Limondjian	instrument	Tanbur
Rune Eriksen	instrument	Guitar
Rune Eriksen	instrument	Bass guitar
Rune Eriksen	instrument	Singing
Denis Matsuev	instrument	Piano
Bill Carroll	instrument	Singing
Bill Carroll	instrument	Bass guitar
Bill Carroll	instrument	Guitar
Adam Siegel	instrument	Guitar
Adam Siegel	instrument	Bass
César López	instrument	Voice, Guitar, Drums, Piano
Faakhir Mehmood	instrument	Keyboard instrument
Kelly Hansen	instrument	Singing
Kelly Hansen	instrument	Guitar
Kelly Hansen	instrument	Keyboard instrument
Kelly Hansen	instrument	Percussion
Red Top Young	instrument	Keyboard instrument
Red Top Young	instrument	Piano
Daniel Merriweather	instrument	Singing
Daniel Merriweather	instrument	Piano
Daniel Merriweather	instrument	Guitar
Daniel Merriweather	instrument	Sampler
Daniel Merriweather	instrument	Keyboards
Sven Erik Kristiansen	instrument	Singing
Sven Erik Kristiansen	instrument	Electric guitar
Sven Erik Kristiansen	instrument	Bass guitar
Tomi Koivusaari	instrument	Guitar
Tomi Koivusaari	instrument	Vocals
Hannah Ild	instrument	Piano
Nihad Hrustanbegovic	instrument	Accordion
Nihad Hrustanbegovic	instrument	Piano
Eef Barzelay	instrument	Singing
Eef Barzelay	instrument	Guitar
Eef Barzelay	instrument	Ukulele
Melissa McClelland	instrument	Vocals
Melissa McClelland	instrument	Guitar
J. D. Simo	instrument	Singing
J. D. Simo	instrument	Guitar
Johnny Frigo	instrument	Violin
Johnny Frigo	instrument	Double bass
Carolina la O	instrument	Vocals
Yutaka Ozaki	instrument	Piano
Yutaka Ozaki	instrument	Guitar
Yutaka Ozaki	instrument	Harmonica
Pete Parada	instrument	Drum kit
Scott Shiflett	instrument	Bass guitar
Scott Shiflett	instrument	Guitar
Scott Shiflett	instrument	Drum kit
Aaron Shust	instrument	Vocals
Aaron Shust	instrument	Guitar
Aaron Shust	instrument	Piano
Johnny Staats	instrument	Mandolin
Johnny Staats	instrument	Guitar
Johnny Staats	instrument	Violin
Marc Ford	instrument	Electric guitar
Marc Ford	instrument	Slide guitar
Gunner McGrath	instrument	Vocals
Gunner McGrath	instrument	Electric guitar
Kenneth Ascher	instrument	Piano
Bernard Purdie	instrument	Drum kit
Harry Owens	instrument	Cornet
The Piper Downs	instrument	Guitar
The Piper Downs	instrument	Bass guitar
The Piper Downs	instrument	Drums
William Anderson	instrument	Guitar
Nicola Ciccone	instrument	Vocals
Nicola Ciccone	instrument	Piano
Nicola Ciccone	instrument	Guitar
Mike Ratledge	instrument	piano, organ, electric piano, synthesizers, flute
Mathias Blad	instrument	Singing
Mathias Blad	instrument	Musical keyboard
Marc Friedman	instrument	Bass guitar
Vladislav Badiarov	instrument	Violin
Amie Comeaux	instrument	Singing
Tom Howard	instrument	Piano
Tom Howard	instrument	Vocals
Crystal Lewis	instrument	Vocals
Ryan Dahle	instrument	Guitar
Kurt Dahle	instrument	Drum kit
Kurt Dahle	instrument	Percussion instrument
Kurt Dahle	instrument	Singing
Kurt Dahle	instrument	Backing vocals
Todd Kerns	instrument	Bass guitar
Todd Kerns	instrument	Singing
Todd Kerns	instrument	Guitar
Abe Laboriel Jr.	instrument	Drum kit
Abe Laboriel Jr.	instrument	Singing
Frode Haltli	instrument	Accordion
Scott Totten	instrument	Singing
Scott Totten	instrument	Guitar
Jamie Arentzen	instrument	Guitar
Jack Semple	instrument	Guitar
Brian Gibson	instrument	Bass guitar
Brian Gibson	instrument	Drum kit
Fat Jon	instrument	Sampler
Shin Ji	instrument	Singing
Jimmy Greenspoon	instrument	Keyboards, vocals
Will Lee	instrument	Bass guitar
Will Lee	instrument	Voice
Will Lee	instrument	Acoustic guitar
Will Lee	instrument	Drums
Sid McGinnis	instrument	Guitar
Annabelle Chvostek	instrument	vocals, guitars, Violin, Mandolin
Lasse Holm	instrument	Piano
Eric Wilson	instrument	Bass Guitar
Eric Wilson	instrument	Keyboard instrument
Eric Wilson	instrument	Drum kit
Eric Wilson	instrument	Guitar
Eric Wilson	instrument	Vocals
Eric Wilson	instrument	Synthesizer
Eric Wilson	instrument	Organ
Eric Wilson	instrument	Percussion
Eric Wilson	instrument	Congas
John Weider	instrument	Guitar
John Weider	instrument	Bass guitar
John Weider	instrument	Violin
Tony Cox	instrument	Guitar
Peter Baltes	instrument	Bass guitar
Peter Baltes	instrument	Singing
Peter Baltes	instrument	Guitar
Simon Nicol	instrument	Vocals, guitar, Dulcimer, Synthesiser, Drums
Miquette Giraudy	instrument	Vocals, Keyboards, percussion
Matty Lewis	instrument	Singing
Matty Lewis	instrument	Guitar
William Elliott Whitmore	instrument	Human voice
William Elliott Whitmore	instrument	Guitar
William Elliott Whitmore	instrument	Banjo
William Coulter	instrument	Guitar
Steinar Sverd Johnsen	instrument	Keyboard instrument
Steinar Sverd Johnsen	instrument	Synthesizer
Steinar Sverd Johnsen	instrument	Piano
Steinar Sverd Johnsen	instrument	Guitar
Eedris Abdulkareem	instrument	Rapping
KCM	instrument	Singing
Ken Nicol	instrument	Guitar, ukulele, banjo
Curtis Lundy	instrument	Double bassbit of piano
Al Tuck	instrument	Singing
Al Tuck	instrument	Guitar
Tony Franklin	instrument	Bass guitar
Tony Franklin	instrument	Double bass
Tony Franklin	instrument	Fretless bass
Tony Franklin	instrument	Keyboard instrument
Tony Franklin	instrument	Synthesizer
Tony Franklin	instrument	Singing
Seb Rochford	instrument	Drums
Seb Rochford	instrument	Guitar
Lito Vitale	instrument	Piano, Guitar, Keyboard, Drums, Vocals
Marcela Bovio	instrument	Vocals
Marcela Bovio	instrument	Violin
Jonathan Cummins	instrument	Guitar
Pete Drake	instrument	Pedal Steel Guitar
Dave Valentin	instrument	Flute
Charlie Biddle	instrument	Double bass
Paul Tobey	instrument	Piano
Alim Qasimov	instrument	Singing
Alim Qasimov	instrument	Daf
Paul McLoone	instrument	Vocals
Paul McLoone	instrument	Acoustic guitar
Paul Roberts	instrument	Singing
DJ Spinbad	instrument	Phonograph
Tracy Dares	instrument	Piano
Peter Mengede	instrument	Guitar
Marco Benevento	instrument	Piano, Hammond Organ, Wurlitzer Electric Piano, Optigan
Brenton Wood	instrument	Human voice
Brenton Wood	instrument	Keyboard instrument
Eric Sardinas	instrument	Guitar
Eric Sardinas	instrument	Singing
Eric Sardinas	instrument	Resonator guitar
Vic Bondi	instrument	Guitar
Vic Bondi	instrument	Vocals
Jim Galloway	instrument	Saxophone
Jim Galloway	instrument	Clarinet
Guy Barker	instrument	Trumpet
Kenny Thomas	instrument	Human voice
Dino Saluzzi	instrument	Accordion, bandoneon
Sera Cahoone	instrument	Vocals
Sera Cahoone	instrument	Guitar
Sera Cahoone	instrument	Drums
San Francisco Symphony Chorus	instrument	226
Fredy Reyna	instrument	Cuatro
Benny Gallagher	instrument	Vocals, guitar, keyboards, bass guitar, piano accordion, mandolin, ocarina, harmonica
Lee Jae-won	instrument	Rapping
Martyn LeNoble	instrument	Bass
Martyn LeNoble	instrument	guitar
Martyn LeNoble	instrument	keyboard
Martyn LeNoble	instrument	cello
Martyn LeNoble	instrument	Programming
Kim Bum-soo	instrument	Vocals
Arif Lohar	instrument	Chimta
Kim Gun-mo	instrument	Piano
Erna Siikavirta	instrument	Keyboard instrument
Erna Siikavirta	instrument	Vocals
Chamin Correa	instrument	El Requinto
Solon Bixler	instrument	Vocals
Solon Bixler	instrument	Guitar
Solon Bixler	instrument	Bass guitar
Solon Bixler	instrument	Piano
Solon Bixler	instrument	Keyboards
Solon Bixler	instrument	Synthesizers
Solon Bixler	instrument	Programming
Solon Bixler	instrument	Drums
Solon Bixler	instrument	Percussion
Matt Wachter	instrument	Bass guitar
Matt Wachter	instrument	Keyboard instrument
Matt Wachter	instrument	Synthesizers
Matt Wachter	instrument	Guitar
Jennifer Pike	instrument	Violin
DJ Irene	instrument	Phonograph
DJ Irene	instrument	Sampler
Cheo Hurtado	instrument	Cuatro
David Frizzell	instrument	Vocals
David Frizzell	instrument	Guitar
Lobão	instrument	Singing
Lobão	instrument	Drums
Lobão	instrument	Electric guitar
Lobão	instrument	Acoustic guitar
Lobão	instrument	Keyboards
Collette Roberts	instrument	Vocals
Leena Peisa	instrument	Musical keyboard
Leena Peisa	instrument	Phonograph
Leena Peisa	instrument	Singing
Neal Coty	instrument	Singing
Neal Coty	instrument	Rhythm guitar
Gary Lee Conner	instrument	Guitar
N. Ravikiran	instrument	Chitravina
Love Spirals Downwards	instrument	Singing
Love Spirals Downwards	instrument	Steel-string acoustic guitar
Love Spirals Downwards	instrument	Electric guitar
Love Spirals Downwards	instrument	Sampler
Love Spirals Downwards	instrument	Drum machine
Love Spirals Downwards	instrument	Musical keyboard
Love Spirals Downwards	instrument	Hand drum
Love Spirals Downwards	instrument	Appalachian dulcimer
Daniel Salomon	instrument	Vocals
Daniel Salomon	instrument	Piano
Daniel Salomon	instrument	Keyboard instrument
Vickie Winans	instrument	Vocals
JJC	instrument	Rapping
Steffan Cravos	instrument	Phonograph
Chris Corsano	instrument	Drum kit
Luiz Melodia	instrument	Acoustic guitar
Luiz Melodia	instrument	Piano
Lalo Rodríguez	instrument	Singing
Vijay Iyer	instrument	Piano
ELDee	instrument	Rapping
Pamela Spence	instrument	Vocals
Pamela Spence	instrument	Guitar
Fiona Russell Powell	instrument	Back-up vocals
Miles Black	instrument	Piano, guitar, saxophone, upright bass
Ferhat Tunç	instrument	Bağlama, Singing
Brad Terry	instrument	Clarinet
Rayna Gellert	instrument	Fiddle
Rayna Gellert	instrument	Singing
John Crawford	instrument	Singing
John Crawford	instrument	Guitar
John Crawford	instrument	Bass guitar
John Crawford	instrument	Synthesizer
Greg Anderson	instrument	Electric guitar
Greg Anderson	instrument	Bass guitar
Clint Lowery	instrument	Guitar
Clint Lowery	instrument	Singing
Clint Lowery	instrument	Drum kit
Clint Lowery	instrument	Bass guitar
Clint Lowery	instrument	Keyboard instrument
Rodrigo Riera	instrument	Guitar
Jay Darlington	instrument	Keyboard instrument
Jay Darlington	instrument	Hammond organ
Jay Darlington	instrument	Mellotron
Jay Darlington	instrument	Piano
Jay Darlington	instrument	Electronic musical instrument
Anthony Pateras	instrument	Piano, prepared piano, synthesisers
Abigail Washburn	instrument	Singing
Abigail Washburn	instrument	Clawhammer
Abigail Washburn	instrument	Banjo
Andy Dixon	instrument	Guitar, piano, vocals, computer
Armik	instrument	Guitar
Spencer Krug	instrument	Singing
Spencer Krug	instrument	Piano
Spencer Krug	instrument	Keyboard instrument
Spencer Krug	instrument	Guitar
Spencer Krug	instrument	Accordion
Spencer Krug	instrument	Kick drum
Hamza El Din	instrument	Oud
Hamza El Din	instrument	Tar
Lydia Mendoza	instrument	Twelve-string guitar
Kliph Scurlock	instrument	Drum kit
Ángel Sauce	instrument	Violin
Evencio Castellanos	instrument	Piano
Phil Small	instrument	Bass guitar
Phil Small	instrument	Backing vocals
Chris Summers	instrument	Drum kit
Andy Sheppard	instrument	Tenor Saxophone
Andy Sheppard	instrument	Soprano Saxophone
Brendan Hill	instrument	Drum kit
Brendan Hill	instrument	Percussion instrument
Jim Van Cleve	instrument	Fiddle
Fulgencio Aquino	instrument	Harp
Martin Hayes	instrument	Fiddle
Jonathan Norton	instrument	Drums, percussion, vocals, bird calls
Jem Godfrey	instrument	Keyboard instrument
Jem Godfrey	instrument	Singing
Jem Godfrey	instrument	Guitar
Nick O'Malley	instrument	Singing
Nick O'Malley	instrument	Bass guitar
Nick O'Malley	instrument	Guitar
Chad Szeliga	instrument	Drum kit
Stala	instrument	Vocals
Stala	instrument	Guitar
Stala	instrument	Drum kit
Amen	instrument	Electric guitar
Amen	instrument	Vocals
Carl Frederick Tandberg	instrument	Bass fiddle
Dick Curless	instrument	Guitar
Alan Lancaster	instrument	Bass guitar
Alan Lancaster	instrument	Vocals
Alan Lancaster	instrument	Drum kit
Alan Lancaster	instrument	Guitar
Charlie Sexton	instrument	Guitar
Young Divas	instrument	Singing
Daedelus	instrument	Monome
Daedelus	instrument	Laptop computer
Sylvia Massy	instrument	Singer
Sylvia Massy	instrument	Drummer
Lillian Berlin	instrument	Guitar
Lillian Berlin	instrument	Singing
Lillian Berlin	instrument	Piano
L. Athira Krishna	instrument	Violin, Viola
OX	instrument	Bass guitar
OX	instrument	Vocals
Mike Kowalski	instrument	Drums, Piano
Alan Wilson	instrument	Guitar
Alan Wilson	instrument	vocals
Alan Wilson	instrument	harmonica
B. J. Cole	instrument	Pedal steel guitar
Anita Pointer	instrument	Human voice
Marv Johnson	instrument	Human voice
Marv Johnson	instrument	Piano
Ruth Pointer	instrument	Vocals
Haylie Ecker	instrument	Violin
Haylie Ecker	instrument	Piano
Dick Feller	instrument	Guitar
Angela Chang	instrument	Singing
Bill Davison	instrument	Cornet
Aquiles Priester	instrument	Drum kit
T. Graham Brown	instrument	Vocals
Sabin Rai	instrument	Vocals
Sabin Rai	instrument	Guitar
Yu Shirota	instrument	Singing
Carleen Anderson	instrument	Singing
Doane Perry	instrument	Drums, Percussion, Keyboards, Vocals
Papa Celestin	instrument	Trumpet
Papa Celestin	instrument	Cornet
Maddalena Fagandini	instrument	Musique concrète
Patsy Moore	instrument	Vocals
Patsy Moore	instrument	Keyboard instrument
Patsy Moore	instrument	Guitar
Patsy Moore	instrument	Percussion
Cecilia Todd	instrument	Cuatro
Mike Dillon	instrument	Percussion
Mike Dillon	instrument	Vibraphone
Mike Dillon	instrument	Drum kit
Kev Carmody	instrument	Singing
Kev Carmody	instrument	Guitar
Kev Carmody	instrument	Harmonica
Chico Freeman	instrument	Tenor saxophone
Chico Freeman	instrument	Bass clarinet
Dave Greenslade	instrument	Piano, keyboards, Hammond organ
Stefan Grossman	instrument	Guitar
Stefan Grossman	instrument	Singing
Bob Brozman	instrument	Guitar
Bob Brozman	instrument	Slide guitar
Ritchie Blackmore	instrument	Guitar
Ritchie Blackmore	instrument	Mandolin
Ritchie Blackmore	instrument	Domra
Ritchie Blackmore	instrument	Hurdy-gurdy
Bruno Kovačić	instrument	Singing
Bruno Kovačić	instrument	Guitar
Bruno Kovačić	instrument	Saxophone
Chris Hornbrook	instrument	Drum kit
Chris Hornbrook	instrument	Percussion
Dave Felton	instrument	Guitar
Tom Schmitz	instrument	Keyboard instrument
Tom Schmitz	instrument	Piano
Tom Schmitz	instrument	Bass
Jack Kilcoyne	instrument	Bass Guitar
Steve Felton	instrument	Drum kit
Steve Felton	instrument	Percussion
Waylon Reavis	instrument	Singing
Dolcenera	instrument	Vocals, piano, guitar, synth, theremin, drums
Duster Bennett	instrument	*Vocals\n*
Duster Bennett	instrument	Acoustic guitar
Duster Bennett	instrument	*
Duster Bennett	instrument	Slide guitar
Duster Bennett	instrument	Electric guitar
Duster Bennett	instrument	*harmonica\n*percussion\n*drums\n*keyboards\n*
Duster Bennett	instrument	Bass guitar
Duster Bennett	instrument	Mandolin
Ari Pulkkinen	instrument	Piano
Harry Beckett	instrument	Trumpet
Harry Beckett	instrument	Flugelhorn
Owen Tromans	instrument	Vocals
Owen Tromans	instrument	Guitar
Paul Brodie	instrument	Saxophone
Kevin Kenner	instrument	Piano
Rod Bernard	instrument	Rhythm guitar
Rod Bernard	instrument	Vocals
Kyle Woodring	instrument	Drum kit
Dave Schools	instrument	Bass guitar
Freddy Quinn	instrument	Singing
Freddy Quinn	instrument	Guitar
Piggy D.	instrument	Singing
Piggy D.	instrument	Bass Guitar
Piggy D.	instrument	Guitar
Rust Epique	instrument	Guitar
Rust Epique	instrument	Vocals
Michael Crafter	instrument	Singing
Michael Crafter	instrument	Bass guitar
Fredrik Åkesson	instrument	Singing
Fredrik Åkesson	instrument	Guitar
Jamie Cook	instrument	Guitar
Jamie Cook	instrument	Piano
Shahin & Sepehr	instrument	Guitar
Young & Rollins	instrument	nylon string Guitar
Michael Henderson	instrument	Singing
Michael Henderson	instrument	Bass guitar
Michael Henderson	instrument	Guitar
Michael Henderson	instrument	Saxophone
Sultan Khan	instrument	Sarangi
Ismaël Lô	instrument	Guitar
Ismaël Lô	instrument	Harmonica
Emmanuel	instrument	Vocals
Emmanuel	instrument	Guitar
Emmanuel	instrument	Piano
Doctor Ross	instrument	Harmonica
Doctor Ross	instrument	Drums
Kevin Cheng	instrument	Vocals
Justin Foley	instrument	Drum kit
Tony Hicks	instrument	Guitar
Tony Hicks	instrument	Banjo
Tony Hicks	instrument	Electric sitar
Tony Hicks	instrument	Mandolin
Tony Hicks	instrument	Vocals
Daryl Hayott	instrument	Drum kit
Daryl Hayott	instrument	Bass guitar
Daryl Hayott	instrument	Keyboards
Daryl Hayott	instrument	Violin
Daryl Hayott	instrument	Trumpet
Daryl Hayott	instrument	Guitar
Steve Hass	instrument	Drum kit
Jon-Rae Fletcher	instrument	Singing
Jon-Rae Fletcher	instrument	Guitar
Martyn P. Casey	instrument	Bass guitar
Martyn P. Casey	instrument	Guitar
Martyn P. Casey	instrument	Singing
Jean-Jacques Perrey	instrument	Synthesizer
Jean-Jacques Perrey	instrument	Ondioline
Benjamín Rojas	instrument	Guitar
Chris Braide	instrument	Vocals, guitars, piano, synths, strings
George Ducas	instrument	Singing
Manolo Sanlúcar	instrument	Guitar
Laudir de Oliveira	instrument	Percussion
Laudir de Oliveira	instrument	Singing
Olve Eikemo	instrument	*
Olve Eikemo	instrument	Singing
Olve Eikemo	instrument	Guitar
Olve Eikemo	instrument	Bass guitar
Olve Eikemo	instrument	Drum kit
Olve Eikemo	instrument	Keyboard instrument
Zachary Hietala	instrument	Guitar
Guillermo %22Willy%22 Oddó	instrument	Classical guitar
Guillermo %22Willy%22 Oddó	instrument	Quena
Guillermo %22Willy%22 Oddó	instrument	Percussion
Guillermo %22Willy%22 Oddó	instrument	Baritone
Richard Jones	instrument	Bass guitar
Richard Jones	instrument	Human voice
Jerry Jemmott	instrument	Bass guitar
Jerry Jemmott	instrument	Upright bass
Jeroen Paul Thesseling	instrument	Bass guitar
Luciano	instrument	Guitar
Sami Yaffa	instrument	Bass guitar
George Huntley	instrument	Singing
George Huntley	instrument	Guitar
George Huntley	instrument	Keyboards
George Huntley	instrument	Mandolin
Dave Kilminster	instrument	Vocals, guitar
Sarah Pedinotti	instrument	Vocals
Sarah Pedinotti	instrument	Piano
Jens Kidman	instrument	Lead vocalist
Jens Kidman	instrument	Electric guitar
Jens Kidman	instrument	Bass guitar
Jens Kidman	instrument	Drum machine
Mårten Hagström	instrument	Guitar
Mårten Hagström	instrument	Bass guitar
Kai Eckhardt	instrument	Bass guitar
Kayper	instrument	Phonograph
Kayper	instrument	Sampler
Sikiru Adepoju	instrument	Talking drum
Matt %22Skitz%22 Sanders	instrument	Drum kit
Matt %22Skitz%22 Sanders	instrument	Singing
Lolly Pop	instrument	Vocals
Lolly Pop	instrument	Synthesizer
Monte Moir	instrument	Keyboards
Yahzarah	instrument	Voice
Javier Weyler	instrument	Drum kit
Javier Weyler	instrument	Percussion
Javier Weyler	instrument	Vocals
Javier Weyler	instrument	Guitar
Wes Dakus	instrument	Vocals
Wes Dakus	instrument	Guitar
Donna Jean Godchaux	instrument	Singing
Adriano Cintra	instrument	Drum set
Adriano Cintra	instrument	Guitar
Adriano Cintra	instrument	Bass guitar
Adriano Cintra	instrument	Piano
Adriano Cintra	instrument	Harmonica
Adriano Cintra	instrument	Keyboards
Lori Carson	instrument	Singing
Steve Nelson	instrument	Vibraphone
Steve Nelson	instrument	Marimba
Eric Weissberg	instrument	Banjo
Eric Weissberg	instrument	Steel guitar
Deb Talan	instrument	Vocals
Deb Talan	instrument	Guitar
Blaine Thurier	instrument	Synthesizer
Nora O'Connor	instrument	Singing
Nora O'Connor	instrument	Guitar
Frank Churchill	instrument	Piano
Sibyl Buck	instrument	Singing
Sibyl Buck	instrument	Bass guitar
Pippo Barzizza	instrument	Violin, piano, saxophone, banjo, accordion
Arnoldas Lukošius	instrument	Singing
Arnoldas Lukošius	instrument	Keyboard instrument
Arnoldas Lukošius	instrument	Accordion
Elias Breeskin	instrument	Violin
Moustafa Amar	instrument	Guitar
Moustafa Amar	instrument	Vocals
Yair Dalal	instrument	Oud
Yair Dalal	instrument	Violin
Jeremy Chatelain	instrument	Singing
Jeremy Chatelain	instrument	Bass guitar
Jeremy Chatelain	instrument	Electric guitar
Mike Jost	instrument	Drum kit
Todd Phillips	instrument	bass, mandolin
Jon Fugler	instrument	Keyboard instrument
Natalia Paruz	instrument	Musical saw
Natalia Paruz	instrument	Handbells
Natalia Paruz	instrument	Cowbells
Jed Simon	instrument	Guitar
Jed Simon	instrument	Bass guitar
Jed Simon	instrument	Singing
Jed Simon	instrument	Drum kit
Jed Simon	instrument	Keyboard instrument
Maggie Sansone	instrument	Hammered dulcimer
Declan Galbraith	instrument	Human voice
Declan Galbraith	instrument	Guitar
Declan Galbraith	instrument	Piano
Roni Benise	instrument	Guitar
Colin Marston	instrument	Bass guitar
Colin Marston	instrument	Guitar
Colin Marston	instrument	Warr Guitar
Nicole	instrument	Vocals
Nicole	instrument	Guitar
Ken Casey	instrument	Bass guitar
Ken Casey	instrument	Vocals
Mathias Lillmåns	instrument	Singing
Mathias Lillmåns	instrument	Bass guitar
Mathias Lillmåns	instrument	Electric guitar
Dean Dillon	instrument	Vocals
Dean Dillon	instrument	Guitar
Dilnaz Akhmadieva	instrument	Vocals
Craig Fuller	instrument	Singing
Craig Fuller	instrument	Guitar
Cowboy Copas	instrument	Acoustic Guitar
Joe Acosta	instrument	Piano
Carl August Tidemann	instrument	Guitar
Jim Kaufman	instrument	Piano
Jim Kaufman	instrument	Guitar
Jim Kaufman	instrument	Synthesizer
Jim Kaufman	instrument	Percussion
Rushton Moreve	instrument	Bass guitar
Lee Roy Parnell	instrument	Singing
Lee Roy Parnell	instrument	Electric guitar
Lee Roy Parnell	instrument	Slide guitar
Lee Roy Parnell	instrument	National String Instrument Corporation
Mel Street	instrument	Guitar
Andreas Hedlund	instrument	Vocals, guitar, bass, keyboards, lute, programming, piano, organ
Bobby Wellins	instrument	Tenor saxophone
Bobby Wellins	instrument	Clarinet
Bobby Wellins	instrument	Piano
Andy Scott	instrument	Guitar
Andy Scott	instrument	Keyboard instrument
Andy Scott	instrument	Singing
Willie Clancy	instrument	Uilleann pipes
Gaye Adegbalola	instrument	*
Gaye Adegbalola	instrument	Human voice
Gaye Adegbalola	instrument	Guitar
Dorinda Clark-Cole	instrument	Vocals , Piano, Organ
Don Miguelo	instrument	Singing
Sheila Chipperfield	instrument	Bass guitar
Lil Zane	instrument	Singing
Gaye Advert	instrument	Bass guitar
Chris Marion	instrument	Vocals
Chris Marion	instrument	Keyboard instrument
Andy Nicholson	instrument	Bass guitar, guitar, keyboards, synthesizers, drums
Sam Dees	instrument	Singing
Sam Dees	instrument	Scatting
Sam Dees	instrument	Keyboard instrument
Philip Sayce	instrument	Guitar
Philip Sayce	instrument	Vocals
Zeca Baleiro	instrument	Singing
Zeca Baleiro	instrument	Acoustic guitar
Eivind Aarset	instrument	Guitar
Kevin Blechdom	instrument	Vocals
Kevin Blechdom	instrument	Piano
Kevin Blechdom	instrument	Computer
Kevin Blechdom	instrument	Banjo
Carla Bozulich	instrument	vocals, guitar , sampler, bass guitar
Lia Vissi	instrument	Vocals
Lia Vissi	instrument	Piano
Tony Terry	instrument	Human voice
Shaun Lopez	instrument	Guitar
Shaun Lopez	instrument	Keyboard instrument
Shaun Lopez	instrument	Sampling
Shaun Lopez	instrument	Singing
Knut Reiersrud	instrument	Guitar
Fred Carter, Jr.	instrument	Guitar
Will Sheff	instrument	Singing
Will Sheff	instrument	Guitar
Will Sheff	instrument	Piano
Gay-Yee Westerhoff	instrument	Cello , bass guitar and piano
Saiichi Sugiyama	instrument	Guitar
Saiichi Sugiyama	instrument	Bass guitar
Saiichi Sugiyama	instrument	Vocals
James McCartney	instrument	Singing
James McCartney	instrument	Guitar
James McCartney	instrument	Bass guitar
James McCartney	instrument	Piano
James McCartney	instrument	Mandolin
James McCartney	instrument	Drum kit
Hannah Tan	instrument	Singing
Hannah Tan	instrument	Piano
Dan Mangan	instrument	Singing
Dan Mangan	instrument	Guitar
Dan Mangan	instrument	Piano
Dan Mangan	instrument	Keyboards
Dave Pomeroy	instrument	Electric bass
Dave Pomeroy	instrument	Electric upright bass
Dave Pomeroy	instrument	Double bass
Barry Cowsill	instrument	Singing
Barry Cowsill	instrument	Keyboard instruments
Barry Cowsill	instrument	Drums
Barry Cowsill	instrument	Bass
Barry Cowsill	instrument	Guitar
Reid Jamieson	instrument	Vocal
Reid Jamieson	instrument	Guitar
Reid Jamieson	instrument	Ukulele
Reid Jamieson	instrument	Harmonica
Joachim Witt	instrument	Vocals
Joachim Witt	instrument	Guitar
Anthony %22Sooty%22 Jones	instrument	Bass guitar
Greg Ridley	instrument	Bass guitar
Greg Ridley	instrument	Guitar
Greg Ridley	instrument	Vocals
Jeff Keith	instrument	Singing
Sérgio Assad	instrument	Guitar
Baz Warne	instrument	Singing
Baz Warne	instrument	Guitar
Baz Warne	instrument	Bass Guitar
Matt Wertz	instrument	Guitar
Matt Wertz	instrument	Vocals
Arken Abdulla	instrument	Guitar
Arken Abdulla	instrument	Voice
Big Bill Morganfield	instrument	Human voice
Big Bill Morganfield	instrument	Guitar
Dirk Kennedy	instrument	Vocals, Piano
Eos Counsell	instrument	Violin
Eos Counsell	instrument	Trombone
Eos Counsell	instrument	Trumpet
Eos Counsell	instrument	Keyboard instrument
Van Conner	instrument	Bass guitar
Van Conner	instrument	Lead guitar
Vicci Martinez	instrument	Vocals
Vicci Martinez	instrument	Acoustic guitar
Vicci Martinez	instrument	Electric guitar
Vicci Martinez	instrument	Percussion
Aleksander Denstad With	instrument	Singing
Aleksander Denstad With	instrument	Piano
Jill Johnson	instrument	Vocals
Joey Vera	instrument	Bass guitar
Joey Vera	instrument	Guitar
Joey Vera	instrument	Keyboard instrument
Joey Vera	instrument	Singing
Mac and Katie Kissoon	instrument	Singing
Barry Biggs	instrument	Human voice
Forrest Kline	instrument	Guitar
Forrest Kline	instrument	Keyboard instrument
Forrest Kline	instrument	Vocals
Forrest Kline	instrument	Ukulele
Forrest Kline	instrument	Banjo
Forrest Kline	instrument	Bass Guitar
Forrest Kline	instrument	Mandolin
Omid 16B	instrument	Phonograph
Jimmy Vivino	instrument	Singing
Jimmy Vivino	instrument	Guitar
Jimmy Vivino	instrument	Keyboard instrument
Jimmy Vivino	instrument	Trumpet
Malcolm Tomlinson	instrument	Drum kit
Malcolm Tomlinson	instrument	Singing
Rasmus Nøhr	instrument	Vocals
Rasmus Nøhr	instrument	Guitar
Hayden Wayne	instrument	Electric guitar
Hayden Wayne	instrument	Vocals
