index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
460,566,East India Pale Ale,English India Pale Ale (IPA),12.0 oz.,0.068,47,437,Brooklyn Brewery,Brooklyn,NY
461,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,12.0 OZ.,0.045,N/A,437,Brooklyn Brewery,Brooklyn,NY
462,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,16.0 oz.,0.052,N/A,437,Brooklyn Brewery,Brooklyn NY,
463,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,12.0 oz. Alumi-Tek,0.052000000000000005%,N/A,437,Brooklyn Brewery,Brooklyn,NY
464,538,Tour de Nez Belgian IPA (Current),Belgian IPA,16.0 oz,0.08%,N/A,530,Buckbean Brewing Company,Reno,NV
465,504,Roler Bock (Current),Maibock / Helles Bock,16.0 oz. Alumi-Tek,,N/A,530,Buckbean Brewing Company,Reno,NV
466,383,Black Adder IBA (Current),American Black Ale,16.0 oz.,0.073,85,530,Buckbean Brewing Company,Reno,NV
467,29,Very Noddy Lager (Current),Schwarzbier,16.0 oz,0.099,N/A,530,Buckbean Brewing Company,Reno NV,
468,28,Tule Duck Red Ale (Current),American Amber / Red Ale,16.0 oz,0.062%,42,530,Buckbean Brewing Company,Reno,NV
469,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16.0 oz.,0.057999999999999996%,35,530,Buckbean Brewing Company,Reno,NV
470,26,Black Noddy Lager (Current),Schwarzbier,16.0 oz.,0.052,40,530,Buckbean Brewing Company,Reno,NV
471,1627,Cleveland Beer Week 2013,Munich Helles Lager,16.0 ounce,0.053%,N/A,357,Buckeye Brewing,Cleveland,OH
472,2552,Painted Turtle,American Pale Ale (APA),12.0 oz.,0.045%,N/A,56,BuckleDown Brewing,Lyons,IL
473,2125,1836,American Blonde Ale,12.0 oz.,0.06,40,214,Buffalo Bayou Brewing Company,Houston TX,
474,2124,Summer's Wit,Witbier,12.0 oz,0.06,20,214,Buffalo Bayou Brewing Company,Houston,TX
475,2123,More Cowbell,American Double / Imperial IPA,16.0 ounce,0.09,118,214,Buffalo Bayou Brewing Company,Houston,TX
476,2608,Wrath of Pele,American Brown Ale,16.0 OZ.,0.065%,N/A,24,Burn 'Em Brewing,Michigan City,IN
477,2607,Black Beer'd,American Black Ale,16.0 oz,0.068,N/A,24,Burn 'Em Brewing,Michigan City,IN
478,2606,Mr. Tea,Fruit / Vegetable Beer,24.0 oz.,0.078,N/A,24,Burn 'Em Brewing,Michigan City,IN
479,2478,Pale Alement,American Pale Ale (APA),12.0 oz,0.055,40,24,Burn 'Em Brewing,Michigan City,IN
480,2471,Hopkick Dropkick,American Double / Imperial IPA,12.0 ounce,0.099,115,24,Burn 'Em Brewing,Michigan City,IN
481,2470,Kreamed Corn,Cream Ale,12.0 oz.,0.06,N/A,24,Burn 'Em Brewing,Michigan City,IN
482,2464,Coconoats,American Pale Wheat Ale,16.0 oz.,0.065,N/A,24,Burn 'Em Brewing,Michigan City,IN
483,2160,Joey Wheat,American Pale Wheat Ale,16.0 ounce,0.068%,16,24,Burn 'Em Brewing,Michigan City,IN
484,2158,3:33 Black IPA,American IPA,16.0 oz,0.072,86,24,Burn 'Em Brewing,Michigan City,IN
485,2072,MCA,American IPA,16.0 oz,0.068,N/A,24,Burn 'Em Brewing,Michigan City,IN
486,2054,Pale Alement,American Pale Ale (APA),16.0 oz,0.055,40,24,Burn 'Em Brewing,Michigan City,IN
487,2196,Couch Select Lager,American Pale Lager,12.0 oz,0.05,14,197,Burnside Brewing Co.,Portland,OR
488,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0 ounce,0.056,36,517,Butcher's Brewing,Carlsbad,CA
489,52,Heinnieweisse Weissebier,Hefeweizen,12.0 ounce,0.049%,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
490,51,Snapperhead IPA,American IPA,12.0 oz.,0.068,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
491,50,Moo Thunder Stout,Milk / Sweet Stout,12.0 oz,0.049,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
492,49,Porkslap Pale Ale,American Pale Ale (APA),12.0 ounce,0.043%,N/A,556,Butternuts Beer and Ale,Garrattsville,NY
493,2657,Blackbeard,American Double / Imperial Stout,12.0 ounce,0.093,N/A,5,COAST Brewing Company,Charleston,SC
494,2656,Rye Knot,American Brown Ale,12.0 oz. Alumi-Tek,0.062,N/A,5,COAST Brewing Company,Charleston,SC
495,2655,Dead Arm,American Pale Ale (APA),12.0 oz.,0.06,N/A,5,COAST Brewing Company,Charleston,SC
496,2654,32°/50° Kölsch,Kölsch,16.0 oz.,0.048,N/A,5,COAST Brewing Company,Charleston,SC
497,2653,HopArt,American IPA,16.0 oz.,0.077,N/A,5,COAST Brewing Company,Charleston,SC
498,2652,Boy King,American Double / Imperial IPA,16.0 oz.,0.097,N/A,5,COAST Brewing Company,Charleston,SC
499,2252,Gran Sport,American Porter,16.0 ounce,0.052,N/A,182,COOP Ale Works,Oklahoma City,OK
500,2214,Horny Toad Cerveza,American Blonde Ale,16.0 oz,0.053,25,182,COOP Ale Works,Oklahoma City,OK
501,2213,Native Amber,American Amber / Red Ale,16.0 oz.,0.063,35,182,COOP Ale Works,Oklahoma City OK,
502,1442,F5 IPA,American IPA,16.0 oz,0.068%,100,182,COOP Ale Works,Oklahoma City,OK
503,170,Native Amber (2013),American Amber / Red Ale,16.0 OZ.,0.063,35,182,COOP Ale Works,Oklahoma City,OK
504,169,Horny Toad Cerveza (2013),American Blonde Ale,16.0 ounce,0.053,25,182,COOP Ale Works,Oklahoma City,OK
505,2315,Hopportunity Knocks IPA,American IPA,12.0 ounce,0.068%,100,155,Caldera Brewing Company,Ashland,OR
506,1808,Pilot Rock Porter,American Porter,12.0 ounce,0.06,N/A,155,Caldera Brewing Company,Ashland,OR
507,1419,Caldera Pale Ale,American Pale Ale (APA),12.0 oz.,0.055999999999999994%,55,155,Caldera Brewing Company,Ashland,OR
508,878,Lawnmower Lager,American Adjunct Lager,12.0 oz,0.039,16,155,Caldera Brewing Company,Ashland,OR
509,794,Ashland Amber Ale (2009),American Amber / Red Ale,12.0 ounce,0.054,24,155,Caldera Brewing Company,Ashland OR,
510,793,Caldera IPA (2009),American IPA,12.0 oz,0.061,94,155,Caldera Brewing Company,Ashland,OR
511,792,Caldera IPA (2007),American IPA,12.0 OZ.,0.061%,94,155,Caldera Brewing Company,Ashland,OR
512,791,Caldera Pale Ale (2010),American Pale Ale (APA),12.0 oz,0.055999999999999994%,55,155,Caldera Brewing Company,Ashland,OR
513,790,Caldera Pale Ale (2009),American Pale Ale (APA),12.0 ounce,0.056,55,155,Caldera Brewing Company,Ashland,OR
514,789,Caldera Pale Ale (2005),American Pale Ale (APA),12.0 oz.,0.056,55,155,Caldera Brewing Company,Ashland,OR
515,788,Caldera Pale Ale (2007),American Pale Ale (APA),12.0 ounce,0.056,55,155,Caldera Brewing Company,Ashland,OR
516,38,Caldera Pale Ale (2011),American Pale Ale (APA),12.0 oz.,0.056,55,155,Caldera Brewing Company,Ashland,OR
517,37,Ashland Amber Ale,American Amber / Red Ale,12.0 oz. Alumi-Tek,0.054,24,155,Caldera Brewing Company,Ashland,OR
518,36,Caldera IPA,American IPA,12.0 oz,0.061,94,155,Caldera Brewing Company,Ashland,OR
519,2257,Remain in Light,American Pilsner,12.0 oz.,0.05,N/A,178,Cambridge Brewing Company,Cambridge MA,
520,2256,Flower Child (2014),American IPA,12.0 oz.,0.065%,N/A,178,Cambridge Brewing Company,Cambridge,MA
521,870,THP White (2006),Witbier,12.0 oz,,N/A,497,Cans Bar and Canteen,Charlotte,NC
522,869,THP Amber (2006),American Amber / Red Ale,12.0 ounce,,N/A,497,Cans Bar and Canteen,Charlotte,NC
523,868,THP Light (2006),American Blonde Ale,12.0 oz. Alumi-Tek,,N/A,497,Cans Bar and Canteen,Charlotte,NC
524,867,THP Dark (2006),English Dark Mild Ale,12.0 oz.,,N/A,497,Cans Bar and Canteen,Charlotte,NC
525,2068,Imperial Pumpkin Stout,Pumpkin Ale,16.0 oz.,0.099,43,230,Cape Ann Brewing Company,Gloucester,MA
526,2067,Dead-Eye DIPA,American Double / Imperial IPA,16.0 oz.,0.09,130,230,Cape Ann Brewing Company,Gloucester,MA
527,2066,Fisherman's IPA,American IPA,12.0 oz,0.055%,64,230,Cape Ann Brewing Company,Gloucester,MA
528,2065,Fisherman's Pils,German Pilsener,12.0 oz.,0.054,35,230,Cape Ann Brewing Company,Gloucester,MA
529,2064,Fisherman's Brew,American Amber / Red Ale,12.0 ounce,0.055%,30,230,Cape Ann Brewing Company,Gloucester MA,
530,1928,Cape Cod Red,American Amber / Red Ale,16.0 oz.,0.055,35,267,Cape Cod Beer,Hyannis,MA
531,1927,Beach Blonde,American Blonde Ale,16.0 oz.,0.049%,10,267,Cape Cod Beer,Hyannis,MA
532,2227,Dark Voyage Black IPA (2013),American Black Ale,12.0 oz,0.065,80,192,Capital Brewery,Middleton,WI
533,2226,Wisconsin Amber,Vienna Lager,12.0 ounce,0.052,28,192,Capital Brewery,Middleton,WI
534,2225,Lake House,Munich Helles Lager,12.0 oz.,0.046%,18,192,Capital Brewery,Middleton,WI
535,1954,Ghost Ship White IPA,American IPA,12.0 ounce,0.056,55,192,Capital Brewery,Middleton,WI
536,1910,Lake House,Munich Helles Lager,16.0 OZ.,0.046,18,192,Capital Brewery,Middleton,WI
537,1177,Mutiny IPA,American IPA,12.0 oz.,0.062,70,192,Capital Brewery,Middleton,WI
538,840,Wisconsin Amber (1998),Vienna Lager,12.0 ounce,0.052000000000000005%,N/A,192,Capital Brewery,Middleton,WI
539,180,Island Wheat,American Pale Wheat Ale,12.0 oz.,0.042%,N/A,192,Capital Brewery,Middleton,WI
540,63,Wisconsin Amber (2013),Vienna Lager,12.0 ounce,0.052,N/A,192,Capital Brewery,Middleton,WI
541,62,U.S. Pale Ale,American Pale Ale (APA),12.0 ounce,0.05,N/A,192,Capital Brewery,Middleton,WI
542,61,Supper Club Lager,American Pale Lager,12.0 ounce,,N/A,192,Capital Brewery,Middleton,WI
543,784,Carolina Lighthouse (2007),American Blonde Ale,12.0 ounce,0.04,N/A,504,Carolina Beer & Beverage,Mooresville NC,
544,783,Carolina Blonde (2006),American Blonde Ale,12.0 ounce,0.05%,N/A,504,Carolina Beer & Beverage,Mooresville NC,
545,782,Carolina Blonde Light (2005),American Blonde Ale,12.0 oz,0.035,N/A,504,Carolina Beer & Beverage,Mooresville,NC
546,2255,Santa's Secret,Winter Warmer,16.0 oz,0.059,22,179,Carolina Brewery,Pittsboro,NC
547,530,Flagship IPA,English India Pale Ale (IPA),12.0 oz.,0.057%,N/A,179,Carolina Brewery,Pittsboro,NC
548,427,Sky Blue Golden Ale,Kölsch,12.0 oz.,0.051,N/A,179,Carolina Brewery,Pittsboro,NC
549,2094,Epitome,American Black Ale,16.0 oz.,0.099,100,222,Carton Brewing Company,Atlantic Highlands,NJ
550,1941,Monkey Chased the Weasel,Berliner Weissbier,16.0 ounce,0.039,9,222,Carton Brewing Company,Atlantic Highlands,NJ
551,1940,077XX,American Double / Imperial IPA,16.0 oz,0.078,80,222,Carton Brewing Company,Atlantic Highlands NJ,
552,1439,Boat Beer,American IPA,12.0 oz.,0.042,35,222,Carton Brewing Company,Atlantic Highlands,NJ
553,1465,Granny Smith Hard Apple Cider,Cider,16.0 oz.,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
554,1464,Dry Hard Apple Cider,Cider,16.0 oz,0.069,N/A,404,Cascadia Ciderworks United,Portland,OR
555,1744,Farmer Ted's Cream Ale,Cream Ale,12.0 oz,0.056,N/A,331,Catawba Brewing Company,Morganton,NC
556,1743,Firewater India Pale Ale,American IPA,12.0 ounce,0.052,N/A,331,Catawba Brewing Company,Morganton,NC
557,1742,White Zombie Ale,Witbier,12.0 oz.,0.047,N/A,331,Catawba Brewing Company,Morganton,NC
558,1719,King Winterbolt Winter Ale,Winter Warmer,12.0 oz. Alumi-Tek,0.07,N/A,331,Catawba Brewing Company,Morganton,NC
559,638,White Zombie Ale,Witbier,12.0 OZ.,0.047,N/A,331,Catawba Brewing Company,Morganton,NC
560,507,Firewater India Pale Ale,American IPA,12.0 oz.,0.052,N/A,331,Catawba Brewing Company,Morganton,NC
561,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0 oz.,0.056,N/A,331,Catawba Brewing Company,Morganton,NC
562,1882,Whitecap Wit,Witbier,16.0 ounce,0.048,16,285,Catawba Island Brewing,Port Clinton,OH
563,1881,Seiche Scottish Ale,Scottish Ale,16.0 OZ.,0.078,16,285,Catawba Island Brewing,Port Clinton,OH
564,2446,Peanut Butter Jelly Time,American Brown Ale,12.0 oz,0.057999999999999996%,N/A,96,Catawba Valley Brewing Company,Morganton,NC
565,2106,King Coconut,American Porter,12.0 oz,0.054,N/A,96,Catawba Valley Brewing Company,Morganton,NC
566,2600,Gone A-Rye,American Double / Imperial IPA,16.0 oz.,0.085,90,29,Cedar Creek Brewery,Seven Points,TX
567,2210,Special Release,,16.0 oz.,,N/A,29,Cedar Creek Brewery,Seven Points,TX
568,2052,Dankosaurus,American IPA,16.0 oz,0.068%,70,29,Cedar Creek Brewery,Seven Points,TX
569,1584,Scruffy's Smoked Alt,Smoked Beer,16.0 oz.,0.051%,35,29,Cedar Creek Brewery,Seven Points,TX
570,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0 oz,0.051%,36,29,Cedar Creek Brewery,Seven Points,TX
571,1050,The Lawn Ranger,Cream Ale,16.0 oz.,0.05,18,29,Cedar Creek Brewery,Seven Points,TX
572,1219,All American Blonde Ale,American Blonde Ale,12.0 ounce,0.05%,N/A,452,Centennial Beer Company,Edwards,CO
573,1218,All American Red Ale,American Amber / Red Ale,12.0 oz,0.05,N/A,452,Centennial Beer Company,Edwards CO,
574,2377,Main St. Virginia Ale,Altbier,12.0 ounce,0.05,40,122,Center of the Universe Brewing C...,Ashland,VA
575,1839,Chin Music Amber Lager,American Amber / Red Lager,12.0 oz. Alumi-Tek,0.045,24,122,Center of the Universe Brewing C...,Ashland,VA
576,1248,Main St. Virginia Ale,Altbier,12.0 ounce,0.05,40,122,Center of the Universe Brewing C...,Ashland,VA
577,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),12.0 OZ.,0.052,42,122,Center of the Universe Brewing C...,Ashland,VA
578,1649,Chai Ale,Herbed / Spiced Beer,16.0 oz,0.051,15,350,Central Coast Brewing Company,San Luis Obispo,CA
579,1648,Lucky Day IPA,American IPA,16.0 oz.,0.072,85,350,Central Coast Brewing Company,San Luis Obispo CA,
580,1647,Terrace Hill Double IPA,American Double / Imperial IPA,16.0 oz.,0.095,99,350,Central Coast Brewing Company,San Luis Obispo,CA
581,1646,Catch 23,American Black Ale,16.0 oz,0.075,77,350,Central Coast Brewing Company,San Luis Obispo,CA
582,2057,Stickin' In My Rye,Rye Beer,24.0 oz,0.07,N/A,236,Champion Brewing Company,Charlottesville,VA
583,2056,Black Me Stout,American Stout,12.0 OZ.,0.06,45,236,Champion Brewing Company,Charlottesville,VA
584,2055,Killer Kolsch,Kölsch,12.0 oz,0.05,22,236,Champion Brewing Company,Charlottesville,VA
585,1933,Missile IPA,American IPA,12.0 oz,0.07%,65,236,Champion Brewing Company,Charlottesville VA,
586,2019,Enlighten,Kölsch,16.0 oz. Alumi-Tek,0.045,N/A,250,Chapman's Brewing,Angola,IN
587,2018,Ale Cider,Fruit / Vegetable Beer,16.0 oz. Alumi-Tek,0.065,8,250,Chapman's Brewing,Angola,IN
588,2017,Pail Ale,American Pale Ale (APA),16.0 oz.,0.055,30,250,Chapman's Brewing,Angola,IN
589,2016,Englishman,English Brown Ale,16.0 oz.,0.045%,N/A,250,Chapman's Brewing,Angola IN,
590,2080,8 Barrel,American Strong Ale,16.0 ounce,0.08%,69,226,Chatham Brewing,Chatham,NY
591,2079,Oktoberfest,Märzen / Oktoberfest,16.0 ounce,0.055,40,226,Chatham Brewing,Chatham,NY
592,2380,IPA #11,American IPA,16.0 oz,0.057%,58,121,Cheboygan Brewing Company,Cheboygan,MI
593,2379,Blood Orange Honey,Fruit / Vegetable Beer,16.0 oz.,0.057%,10,121,Cheboygan Brewing Company,Cheboygan,MI
594,2354,Lighthouse Amber,Altbier,16.0 ounce,0.052,N/A,121,Cheboygan Brewing Company,Cheboygan,MI
595,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0 oz.,0.089,126,99,Christian Moerlein Brewing Company,Cincinnati,OH
596,567,Churchkey Pilsner Style Beer,American Pilsner,12.0 oz,0.049,29,526,Churchkey Can Company,Seattle,WA
597,1342,First Press,Cider,12.0 oz.,0.05,N/A,425,Ciderboys,Stevens Point,WI
598,1341,Magic Apple,Cider,12.0 ounce,0.05%,N/A,425,Ciderboys,Stevens Point,WI
599,2349,Cubano Espresso,Bock,12.0 oz.,0.055,25,141,Cigar City Brewing Company,Tampa,FL
600,2014,Operation Homefront,American IPA,12.0 oz,0.062,65,141,Cigar City Brewing Company,Tampa,FL
601,2013,Wandering Pelican,American Black Ale,12.0 oz.,0.082,65,141,Cigar City Brewing Company,Tampa,FL
602,2012,Sugar Plum,American Brown Ale,12.0 oz,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
603,2011,Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
604,2010,Puppy's Breath Porter,American Porter,12.0 oz.,0.06,N/A,141,Cigar City Brewing Company,Tampa,FL
605,2009,Happening Now,American IPA,12.0 oz. Alumi-Tek,0.045,N/A,141,Cigar City Brewing Company,Tampa,FL
606,1726,Hopped on the High Seas (Hop #529),American IPA,12.0 oz. Silo Can,0.07,60,141,Cigar City Brewing Company,Tampa,FL
607,1725,Hopped on the High Seas (Calypso),American IPA,12.0 ounce,0.07,60,141,Cigar City Brewing Company,Tampa,FL
608,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.063,N/A,141,Cigar City Brewing Company,Tampa,FL
609,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0 oz.,0.07%,60,141,Cigar City Brewing Company,Tampa,FL
610,1693,Hopped on the High Seas (Citra),American IPA,12.0 ounce,0.07,60,141,Cigar City Brewing Company,Tampa,FL
611,1692,Hopped on the High Seas (Ahtanum),American IPA,12.0 oz.,0.07,60,141,Cigar City Brewing Company,Tampa,FL
612,1369,Gwar Beer,American Pale Ale (APA),12.0 oz.,0.055,N/A,141,Cigar City Brewing Company,Tampa,FL
613,1243,Tropical Heatwave,American Pale Wheat Ale,16.0 oz,0.052,N/A,141,Cigar City Brewing Company,Tampa,FL
614,1142,Humidor Series India Pale Ale,American IPA,12.0 oz,0.075,70,141,Cigar City Brewing Company,Tampa,FL
615,1141,Jai Alai IPA Aged on White Oak,American IPA,12.0 ounce,0.075,70,141,Cigar City Brewing Company,Tampa,FL
616,1140,José Martí American Porter,American Porter,12.0 oz,0.08,65,141,Cigar City Brewing Company,Tampa,FL
617,1139,Invasion Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,N/A,141,Cigar City Brewing Company,Tampa,FL
618,1138,Maduro Brown Ale,English Brown Ale,12.0 ounce,0.055,25,141,Cigar City Brewing Company,Tampa FL,
619,571,Maduro Brown Ale,American Brown Ale,12.0 oz,0.055%,25,141,Cigar City Brewing Company,Tampa,FL
620,570,Hotter Than Helles Lager,Munich Helles Lager,12.0 oz.,0.05%,N/A,141,Cigar City Brewing Company,Tampa,FL
621,569,Tocobaga Red Ale,American Amber / Red Ale,12.0 oz,0.07200000000000001%,75,141,Cigar City Brewing Company,Tampa,FL
622,546,Jai Alai IPA,American IPA,12.0 oz,0.075,70,141,Cigar City Brewing Company,Tampa,FL
623,545,Florida Cracker Belgian Wit,Witbier,12.0 oz. Alumi-Tek,0.05%,18,141,Cigar City Brewing Company,Tampa,FL
624,2338,Shark Tracker Light lager,Light Lager,12.0 oz.,0.048,N/A,145,Cisco Brewers,Nantucket,MA
625,1365,Pumple Drumkin,Pumpkin Ale,12.0 oz,0.06,N/A,145,Cisco Brewers,Nantucket,MA
626,1094,Grey Lady,Witbier,12.0 oz.,0.045,N/A,145,Cisco Brewers,Nantucket,MA
627,657,Summer of Lager,Munich Helles Lager,12.0 oz.,0.062%,N/A,145,Cisco Brewers,Nantucket,MA
628,656,Indie Pale Ale,American IPA,12.0 oz,0.065,N/A,145,Cisco Brewers,Nantucket,MA
629,359,Sankaty Light Lager,Light Lager,12.0 oz.,0.038%,N/A,145,Cisco Brewers,Nantucket,MA
630,56,Whale's Tale Pale Ale,English Pale Ale,12.0 oz.,0.055999999999999994%,N/A,145,Cisco Brewers,Nantucket,MA
631,1772,Jacaranada Rye IPA,American IPA,16.0 oz.,0.067,60,320,Claremont Craft Ales,Claremont,CA
632,1393,Cascadian Dark Ale,American Black Ale,12.0 oz,0.06%,75,418,Coalition Brewing Company,Portland,OR
633,893,Wheat the People,American Pale Wheat Ale,16.0 oz,0.044,13,418,Coalition Brewing Company,Portland,OR
634,1407,Tybee Island Blonde,American Blonde Ale,12.0 oz,0.047,17,415,Coastal Empire Beer Company,Savannah,GA
635,1406,Savannah Brown Ale,American Brown Ale,12.0 ounce,0.062,55,415,Coastal Empire Beer Company,Savannah,GA
636,2438,Rhode Island Blueberry,Kölsch,12.0 ounce,0.046,11,101,Coastal Extreme Brewing Company,Newport,RI
637,2437,Newport Storm IPA,American IPA,12.0 ounce,0.065,75,101,Coastal Extreme Brewing Company,Newport,RI
638,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0 oz.,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
639,120,Hurricane Amber Ale,American Amber / Red Ale,12.0 oz,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
640,2061,Big Blue Van,Fruit / Vegetable Beer,16.0 OZ.,0.058,N/A,232,College Street Brewhouse and Pub,Lake Havasu City,AZ
641,970,Des Moines IPA,American IPA,16.0 ounce,0.068,75,482,Confluence Brewing Company,Des Moines,IA
642,969,Capital Gold Golden Lager,German Pilsener,16.0 ounce,0.048,22,482,Confluence Brewing Company,Des Moines,IA
643,968,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0 oz.,0.056,21,482,Confluence Brewing Company,Des Moines IA,
644,2351,Behemoth,American Pilsner,12.0 oz.,0.05,N/A,139,Core Brewing & Distilling Company,Springdale,AR
645,1650,Arkansas Red,American Amber / Red Ale,12.0 oz,0.052,N/A,139,Core Brewing & Distilling Company,Springdale,AR
646,1337,Core Oatmeal Stout,Oatmeal Stout,12.0 ounce,0.057,N/A,139,Core Brewing & Distilling Company,Springdale,AR
647,1336,Core ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.061,N/A,139,Core Brewing & Distilling Company,Springdale AR,
648,737,Chester's Beer (2005),American Pale Lager,12.0 oz,0.038,N/A,512,Cottrell Brewing,Pawcatuck,CT
649,129,Heiner Brau Kölsch,Kölsch,12.0 ounce,0.05%,N/A,553,Covington Brewhouse,Covington,LA
650,716,Trigger Blonde Ale,American Blonde Ale,16.0 oz.,0.048%,N/A,515,Crabtree Brewing Company,Greeley,CO
651,659,Crabtree Oatmeal Stout,Oatmeal Stout,16.0 oz,0.075%,29,515,Crabtree Brewing Company,Greeley,CO
652,556,Eclipse Black IPA,American Black Ale,16.0 oz.,0.077,71,515,Crabtree Brewing Company,Greeley,CO
653,2538,Neomexicanus Native,American Pale Ale (APA),12.0 OZ.,0.06,46,63,Crazy Mountain Brewing Company,Edwards,CO
654,2355,Old Soul,Belgian Strong Pale Ale,12.0 oz,0.075%,25,63,Crazy Mountain Brewing Company,Edwards,CO
655,1689,Snowcat Coffee Stout,American Stout,12.0 oz. Alumi-Tek,0.059,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
656,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0 oz.,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
657,940,Boohai Red Ale,American Amber / Red Ale,12.0 ounce,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
658,685,Lava Lake Wit,Witbier,12.0 oz.,0.052,15,63,Crazy Mountain Brewing Company,Edwards,CO
659,613,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0 ounce,0.06,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
660,356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0 ounce,0.052,25,63,Crazy Mountain Brewing Company,Edwards,CO
661,2029,Tropicalia,American IPA,12.0 oz.,0.065,65,247,Creature Comforts,Athens,GA
662,2028,Athena,Berliner Weissbier,12.0 ounce,0.045%,N/A,247,Creature Comforts,Athens,GA
663,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0 oz.,0.049%,25,169,Crooked Fence Brewing Company,Garden City,ID
664,1105,3 Picket Porter,American Porter,12.0 oz.,0.055%,N/A,169,Crooked Fence Brewing Company,Garden City,ID
665,1104,Rusty Nail Pale Ale,American Pale Ale (APA),12.0 oz,0.056,N/A,169,Crooked Fence Brewing Company,Garden City,ID
666,2145,Red Water Irish Style Red,American Amber / Red Ale,12.0 OZ.,0.065,N/A,212,Crow Peak Brewing Company,Spearfish,SD
667,1804,Mjöllnir,Herbed / Spiced Beer,12.0 oz,0.066,N/A,212,Crow Peak Brewing Company,Spearfish,SD
668,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0 oz.,0.055%,N/A,212,Crow Peak Brewing Company,Spearfish,SD
669,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0 oz,0.045,N/A,212,Crow Peak Brewing Company,Spearfish,SD
670,542,Canyon Cream Ale,Cream Ale,12.0 ounce,0.055%,N/A,212,Crow Peak Brewing Company,Spearfish,SD
671,272,Pile O'Dirt Porter,American Porter,12.0 oz,0.069,N/A,212,Crow Peak Brewing Company,Spearfish,SD
672,271,11th Hour IPA,American IPA,12.0 oz.,0.06,N/A,212,Crow Peak Brewing Company,Spearfish,SD
673,1057,South Ridge Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,31,472,Crystal Springs Brewing Company,Boulder,CO
674,681,Summertime Ale,Kölsch,16.0 oz,0.052,23,472,Crystal Springs Brewing Company,Boulder,CO
675,1789,Lost River Blonde Ale,American Blonde Ale,16.0 oz,0.049%,N/A,315,Cutters Brewing Company,Avon,IN
676,1788,Monon Wheat,Witbier,16.0 oz.,0.054,N/A,315,Cutters Brewing Company,Avon,IN
677,1787,Floyd's Folly,Scottish Ale,16.0 oz,0.08,N/A,315,Cutters Brewing Company,Avon,IN
678,1786,Half Court IPA,American IPA,16.0 oz.,0.063,N/A,315,Cutters Brewing Company,Avon,IN
679,1763,Geary's Pale Ale,English Pale Ale,12.0 oz,0.045%,N/A,323,D.L. Geary Brewing Company,Portland,ME
680,1311,Geary's Summer Ale,Kölsch,12.0 oz. Alumi-Tek,0.06%,N/A,323,D.L. Geary Brewing Company,Portland,ME
681,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0 oz,0.08,N/A,227,DC Brau Brewing Company,Washington,DC
682,1809,The Tradition,American Blonde Ale,12.0 oz,0.05%,15,227,DC Brau Brewing Company,Washington,DC
683,1263,El Hefe Speaks,Hefeweizen,12.0 oz,0.053,11,227,DC Brau Brewing Company,Washington,DC
684,1092,Penn Quarter Porter,American Porter,12.0 oz.,0.055,N/A,227,DC Brau Brewing Company,Washington,DC
685,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0 oz.,0.092,115,227,DC Brau Brewing Company,Washington,DC
686,186,The Corruption,American IPA,12.0 oz.,0.065%,80,227,DC Brau Brewing Company,Washington,DC
