Audi	production	2024881
Holden Gemini	production	April 1985–1986
Isuzu Gemini	production	1974
Isuzu Gemini	production	November 1974–February 1987
Isuzu Gemini	production	1985
Isuzu Gemini	production	1990
Isuzu Gemini	production	1993
Isuzu Gemini	production	1997
Nissan CA engine	production	1982
Triumph 1500	production	1500
Triumph 1500	production	66353
Triumph 1500	production	25549
Dacia Logan	production	2004
Dacia Logan	production	2005
Dacia Logan	production	2007
Dacia Logan	production	2009
Dacia Logan	production	2012
General Motors 122 engine	production	1982
Buick Park Avenue	production	1990
Buick Park Avenue	production	2007
Buick Park Avenue	production	1996
Rolls-Royce Meteor	production	1943
Ford flathead V8 engine	production	1932
Ford straight-six engine	production	1941
Ford straight-six engine	production	1960
Ford straight-six engine	production	1961
Ford straight-six engine	production	1940
Ford straight-six engine	production	1952
Ford straight-six engine	production	1964
Volvo S90	production	2016
Volvo S70	production	1996
Volvo V70	production	1996
Volvo V70	production	Volvo P80
Volvo V70	production	: 1996–2000
Volvo V70	production	Volvo P2 platform
Volvo V70	production	: 2000–2007
Volvo V70	production	Ford EUCD platform
Volvo V70	production	: 2007–2016
Volvo V70	production	1997
Volvo V70	production	January 2000–2007
Volvo V70	production	2007
Toyota Sprinter	production	1968
Think City	production	2008
Think City	production	Nov 2010 – Aug 2012
Peugeot 404	production	1960
Peugeot 404	production	until 1991
Peugeot 404	production	1962
Suzuki X-90	production	1995
Daihatsu Rocky	production	1989
Daihatsu Charade	production	1977
Daihatsu Charade	production	1983
Daihatsu Charade	production	1986
Daihatsu Charade	production	1987
Daihatsu Charade	production	1988
Daihatsu Charade	production	1993
Jeep Comanche	production	1985
Jeep Liberty	production	--08-21
Jeep Gladiator	production	1962
Jeep SJ	production	1963
Jeep Wagoneer	production	1962
Triumph Herald	production	1959
Toyota Tacoma	production	January 1995–present
Toyota Tacoma	production	--08-27
Toyota Tacoma	production	August 2004–August 2015
Toyota Tacoma	production	September 2015–present
Daihatsu Boon	production	2004
Daihatsu Boon	production	2010
Daihatsu Boon	production	2011
Daihatsu Boon	production	2016
Suzuki Aerio	production	2001
Suzuki Cappuccino	production	1991
Daihatsu Copen	production	2002
Daihatsu YRV	production	2000
Daihatsu Move	production	1995
Daihatsu Fellow Max	production	1970
Daihatsu Fellow Max	production	1976
Daihatsu Terios	production	1997
Daihatsu Terios	production	2006
Daihatsu Mira	production	1980
Daihatsu Mira	production	1980.06
Daihatsu Mira	production	1985
Daihatsu Mira	production	1990
Daihatsu Mira	production	1994
Daihatsu Mira	production	1998
Daihatsu Mira	production	2002
Daihatsu Mira	production	2006
Mitsubishi Pajero Mini	production	1994
Nissan Teana	production	2003
Nissan Teana	production	2004
Nissan Teana	production	2008
Nissan Pulsar	production	1978
Nissan Pulsar	production	2013
Nissan Pulsar	production	May 1978 – April 1982
Nissan Pulsar	production	1982
Nissan Pulsar	production	1983
Nissan Pulsar	production	1986
Nissan Pulsar	production	July 1987 – 1991
Nissan Pulsar	production	1990
Nissan Pulsar	production	1991
Nissan Pulsar	production	1995
Nissan Pulsar	production	2014
Nissan Laurel	production	1968
Nissan Laurel	production	1972
Nissan Laurel	production	1974
Nissan Laurel	production	1977
Nissan Laurel	production	1980
Nissan Laurel	production	1984
Nissan Laurel	production	Japan: 1989-1993
Nissan Laurel	production	Taiwan: 1993-1997
Nissan Laurel	production	1993
Nissan Laurel	production	1997
Sunbeam Alpine	production	1953
Sunbeam Alpine	production	1.582
Sunbeam Alpine	production	1959
Sunbeam Alpine	production	69251
Sunbeam Alpine	production	1969
Daihatsu Compagno	production	1963
Humber Sceptre	production	1963
Chrysler Sunbeam	production	1977
Hillman Husky	production	1954
Hillman Husky	production	1958
Hillman Husky	production	1967
Singer Gazelle	production	1956
Singer Gazelle	production	4344
Singer Gazelle	production	1958
Singer Gazelle	production	3824109291249113088
Singer Gazelle	production	1963
Singer Gazelle	production	20022
Singer Gazelle	production	1965
Singer Gazelle	production	14842
Singer Gazelle	production	1967
Singer Gazelle	production	26846
Sunbeam Rapier	production	1955
Sunbeam Rapier	production	7477
Sunbeam Rapier	production	1958
Sunbeam Rapier	production	15151
Sunbeam Rapier	production	1959
Sunbeam Rapier	production	15368
Sunbeam Rapier	production	1961
Sunbeam Rapier	production	17354
Sunbeam Rapier	production	1963
Sunbeam Rapier	production	9700
Sunbeam Rapier	production	1965
Sunbeam Rapier	production	3759
Sunbeam Rapier	production	1967
Sunbeam Rapier	production	46204
Sunbeam Rapier	production	1970
Chevrolet Monte Carlo	production	1970
Chevrolet Monte Carlo	production	1995
Chevrolet Monte Carlo	production	1973
Chevrolet Monte Carlo	production	1977
Chevrolet Monte Carlo	production	1981
Chevrolet Monte Carlo	production	--02-14
Chevrolet Monte Carlo	production	1999
Chevrolet Monte Carlo	production	2005
Pontiac Torrent	production	2005
GM Lambda platform	production	2006
Willys Jeep Truck	production	1947
Hyundai Elantra	production	1990
Hyundai Elantra	production	1995
Hyundai Elantra	production	1999
Hyundai Elantra	production	2000
Hyundai Elantra	production	2003
Hyundai Elantra	production	2006
Hyundai Elantra	production	continues in China
Hyundai Elantra	production	2010
Hyundai Elantra	production	2012
Hyundai Elantra	production	2015
SEAT Toledo	production	May 1991–June 1999
SEAT Toledo	production	1998
SEAT Toledo	production	2004
SEAT Toledo	production	2011
Isuzu Ascender	production	2003
Reliant Robin	production	1973
Reliant Robin	production	1989
Reliant Robin	production	2001
GTS	production	1975
GTS	production	1977
GTS	production	1980
GTS	production	1982
Ferrari 275	production	1964
Ferrari 275	production	970
Ferrari 275	production	200
Ferrari 275	production	1966
BMW M5	production	1985
BMW M5	production	2191
BMW M5	production	1989
BMW M5	production	12254
BMW M5	production	1998
BMW M5	production	20482
BMW M5	production	--07-07
BMW M5	production	19564
BMW M5	production	1025
Ford Puma	production	1997
Triumph Vitesse	production	1962
Triumph Vitesse	production	51212
BMW 3 Series Compact	production	1993
BMW 3 Series Compact	production	371498
BMW 3 Series Compact	production	2000
Ferrari GT4	production	1973
Ferrari 365 GT4 2+2, 400 and 412	production	1972
Ferrari 365 GT4 2+2, 400 and 412	production	2907
Ferrari 365 GT4 2+2, 400 and 412	production	524
Ferrari 365 GT4 2+2, 400 and 412	production	1976
Ferrari 365 GT4 2+2, 400 and 412	production	355147
Ferrari 365 GT4 2+2, 400 and 412	production	1979
Ferrari 365 GT4 2+2, 400 and 412	production	422
Ferrari 365 GT4 2+2, 400 and 412	production	1985
Ferrari 365 GT4 2+2, 400 and 412	production	270
Ferrari Mondial	production	1980
Ferrari Mondial	production	703
Ferrari Mondial	production	1983
Ferrari Mondial	production	1145
Ferrari Mondial	production	629
Ferrari Mondial	production	1986
Ferrari Mondial	production	987
Ferrari Mondial	production	810
Ferrari Mondial	production	1988
Ferrari Mondial	production	858
Ferrari Mondial	production	1017
Ferrari Mondial	production	1982
Ferrari Mondial	production	1985
Ferrari Mondial	production	1989
Dodge Power Wagon	production	1945
Ferrari 550	production	1996
Ferrari F40	production	1987
Mini Moke	production	1964
Ferrari Colombo engine	production	1947
Rodenbach Brewery	production	180000.0
Ferrari Lampredi engine	production	1951
Plymouth Fury	production	1955
Plymouth Fury	production	1961
Plymouth Fury	production	1964
Plymouth Fury	production	1974
Plymouth Fury	production	1973
Neoplan Centroliner	production	1997
Ferrari America	production	1951
Ferrari America	production	1950
Ferrari America	production	23
Ferrari America	production	1952
Ferrari America	production	6
Ferrari America	production	1953
Ferrari America	production	11
Ferrari America	production	1955
Ferrari America	production	35
Ferrari America	production	1959
Ferrari America	production	47
Ferrari America	production	1964
Ferrari America	production	36
Ferrari America	production	1966
Ferrari America	production	14
Oldsmobile Achieva	production	1991
Honda Ballade	production	1980
Honda Ballade	production	1983
Mercedes-Benz O305	production	1969
Honda S600	production	1964
BMW M1	production	1978
BMW M1	production	457
Ferrari 166 S	production	1948
Ferrari 166 S	production	39
Ferrari 250	production	1953
Honda Pilot	production	2002
Honda Pilot	production	April 2002—March 2008
Honda Pilot	production	April 2008 &ndash; 2015
Honda Pilot	production	May 2015-present
Subaru Justy	production	1984
Daihatsu Charmant	production	1974
IKA-Renault Torino	production	1966
Rolls-Royce Silver Seraph	production	1998
Marathon Petroleum	production	1711000
Aleko	production	1986
Honda CR-V	production	1995
Honda CR-V	production	2001
Honda CR-V	production	2006
Honda CR-V	production	Nov 2011–2016
Honda CR-V	production	2016
Ford C-Max	production	2003
Ford C-Max	production	2010
Ford C-Max	production	2012
Shelby GLHS	production	1986
Maserati MC12	production	2004
Shelby Lancer	production	1987
Shelby Lancer	production	1988
Shelby CSX	production	1987
Shelby Dakota	production	1989
Shelby Series 1	production	1998
BMC ADO17	production	1964
BMC ADO16	production	Austin: 1963–1974
BMC ADO16	production	MG: 1962-1973
BMC ADO16	production	Morris: 1962–71
BMC ADO16	production	Riley: 1962-1969
BMC ADO16	production	Vanden Plas: 1964-1974
BMC ADO16	production	Wolseley: 1965-1973
Hummer H1	production	1992
SsangYong Rodius	production	2004
SsangYong Rodius	production	2013
Mercedes-Benz Citaro	production	1997
Saturn Sky	production	2006
Stutz Bearcat	production	1979
SsangYong Rexton	production	2001
Volkswagen New Beetle	production	October 1997–July 2011
George Follmer	production	2014
Renault 8 and 10	production	1962
Renault 8 and 10	production	1965
Renault 8 and 10	production	1966
Renault 8 and 10	production	1968
Hyundai Atos	production	1997
Hyundai Pony	production	1975
Hyundai Pony	production	1982
Toyota Century	production	1967
Toyota Century	production	1997
Toyota Century	production	2006
Toyota Century	production	4
Chrysler PT Cruiser	production	2000
Toyota Sienna	production	1997
Toyota Sienna	production	--12-20
Toyota Sienna	production	January 2003 – December 2009
Toyota Sienna	production	--01-20
Cadillac SRX	production	2004
Cadillac SRX	production	USA: 2004–2009
Cadillac SRX	production	RUS:
Cadillac SRX	production	July 2009–2016
Toyota Previa	production	1990
Toyota Previa	production	January 1990 – December 1999
Toyota Previa	production	January 2000 – December 2005
Toyota Previa	production	January 2006 – present
Toyota Previa	production	March 2006 – present
Merkur XR4Ti	production	1984
Merkur Scorpio	production	1987
Mitsubishi Mirage	production	1978
Mitsubishi Mirage	production	2012
Mitsubishi Mirage	production	March 1978 – October 1983
Mitsubishi Mirage	production	1982
Mitsubishi Mirage	production	1983
Mitsubishi Mirage	production	1985
Mitsubishi Mirage	production	1987
Mitsubishi Mirage	production	1988
Mitsubishi Mirage	production	October 1991–1995
Mitsubishi Mirage	production	1992
Mitsubishi Mirage	production	1995
Mitsubishi Mirage	production	1998
Mitsubishi Mirage	production	2004
Mitsubishi Mirage	production	April 2012 – present
Mitsubishi Mirage	production	June 2013 – present
Toyota T100	production	1993
Chevrolet Niva	production	1998
Chevrolet Niva	production	2016
AMC Hornet	production	1969
Maserati Coupé	production	2001
Maserati Coupé	production	GranSport: 2004-2007
Maserati Quattroporte	production	1963
Maserati Quattroporte	production	1974
Maserati Quattroporte	production	1994
Maserati Quattroporte	production	1976
Maserati Quattroporte	production	1979
Maserati Quattroporte	production	2002
Maserati Quattroporte	production	2012
Wychwood Brewery	production	50000
Audi V8	production	October 1988 – November 1993
Scania N113	production	1988
Dodge Ram Van	production	1971
Dodge Ram Van	production	1979
Dodge Ram Van	production	1994
Peugeot 107	production	2005
Alfa Romeo Arna	production	1983
Alfa Romeo Arna	production	53047
Alfa Romeo Alfasud	production	1971
Alfa Romeo Alfasud	production	1976
Nissan Tiida	production	2004
Nissan Tiida	production	2006
Nissan Tiida	production	2007
Nissan Tiida	production	2011
Nissan Tiida	production	2013
SEAT Arosa	production	1997
Citroën C4	production	2004
Citroën C4	production	2010
Mitsubishi Astron engine	production	1972
Groupe PSA	production	2970000
Citroën C1	production	2005
Citroën C1	production	2014
Jaguar D-Type	production	1954
Mitsubishi 4G9 engine	production	1991
Mitsubishi Saturn engine	production	1969
Mitsubishi Orion engine	production	1970
Mitsubishi Sirius engine	production	1979
Mitsubishi 6G7 engine	production	1986
Mazda Verisa	production	2004
BMW New Class	production	1962
BMW New Class	production	1500
BMW New Class	production	1800
BMW New Class	production	1600
BMW New Class	production	2000
BMW New Class	production	1965
Asia Rocsta	production	1985
Pontiac Grand Am	production	1972
Pontiac Grand Am	production	1977
Pontiac Grand Am	production	1984
Pontiac Grand Am	production	1991
Pontiac Grand Am	production	1998
Thomas Built Buses	production	15000
Fiat Strada	production	1996
GAZ-69	production	1951
Peugeot 403	production	1955
Peugeot 403	production	1014111
Toyota Camry Solara	production	1998
Toyota Camry Solara	production	June 1998–2003
Toyota Camry Solara	production	July 2003 – mid 2009
Chevrolet SSR	production	2003
4	production	1936
4	production	1720
4	production	1955
4	production	386
4	production	1960
4	production	58
4	production	1961
4	production	114
4	production	1963
4	production	639
4	production	1968
4	production	5448
4	production	1993
4	production	2009
IKCO Samand	production	2003
GM U platform	production	North America: 1990&ndash;2009
GM U platform	production	China: 2000&ndash;present
Pontiac Parisienne	production	1959
Nissan Vanette	production	1978
Renault Modus	production	2004
Ford Galaxy	production	1995
Ford Galaxy	production	2006
Mitsubishi Outlander	production	2001
Mitsubishi Outlander	production	2003
Mitsubishi Outlander	production	2006
Mitsubishi Outlander	production	2012
Toyota Tundra	production	May 1999–present
Toyota Tundra	production	May 1999 – November 2006
Toyota Tundra	production	November 2006–present
Nissan Murano	production	2002
Nissan Murano	production	May 2002–2007
Nissan Murano	production	--11-23
Nissan Murano	production	2014
Nissan Xterra	production	1999
Nissan Xterra	production	2003
Nissan Xterra	production	May 1999–2004
Nissan Xterra	production	January 2005–2015
Toyota Sequoia	production	--09-28
Toyota Sequoia	production	December 2007–present
Nissan Titan	production	--09-21
Nissan Titan	production	Nov 20, 2015-present
Lamborghini V10	production	2003
Lamborghini V8	production	1971
BMW New Six	production	1968
BMW New Six	production	221991
Lamborghini V12	production	1963
Subaru FF-1 Star	production	1969
BMW M21	production	1983
BMW M41	production	1994
Honda Domani	production	1992
Honda Domani	production	1997
MG ZR	production	2001
BMW M47	production	1999
BMW M51	production	1991
BMW M67	production	1998
BMW M57	production	1998
Renault 16	production	1965
Studebaker Champion	production	1939
Studebaker Champion	production	1942
Studebaker Champion	production	1947
Studebaker Champion	production	1953
Studebaker Champion	production	1957
460	production	1987
Volvo 300 Series	production	1976
Meyers Manx	production	1964
Meyers Manx	production	1965
Meyers Manx	production	1999
Toyota JZ engine	production	1990
Toyota 4Runner	production	1984
Toyota 4Runner	production	1981
Toyota 4Runner	production	March 1984 – August 1989
Toyota 4Runner	production	August 1989 – August 1995
Toyota 4Runner	production	--08-23
Toyota 4Runner	production	--08-28
Toyota 4Runner	production	--08-31
Opel Commodore	production	1967
Opel Commodore	production	1972
Opel Commodore	production	1973
Opel Commodore	production	1977
Sapporo Brewery	production	616374
Holden Brougham	production	1968
Chrysler Sigma	production	1977
Chrysler Sigma	production	1980
Kia Opirus	production	2003
Ford Bronco	production	1966
Ford Bronco	production	1978
Ford Bronco	production	1980
Ford Bronco	production	1987
Ford Bronco	production	1992
Honda Passport	production	1993
Honda Passport	production	Chassis C_58E C_58V C_58W
Honda Passport	production	1997
Honda Passport	production	Chassis _M58W CK58W
Nissan Armada	production	--08-14
Nissan Armada	production	June 2016–present
Subaru G	production	1971
Lexus ES	production	1989
Lexus ES	production	--07-05
Lexus ES	production	October 1991 – July 1996
Lexus ES	production	August 1996 – July 2001
Lexus ES	production	July 2001 – February 2006
Lexus ES	production	March 2006 – 2012
Lexus ES	production	July 2012 – present
Lexus ES	production	October 2015 – present
Isuzu MU	production	1989
Isuzu MU	production	1993
Isuzu MU	production	1998
Subaru XT	production	1985
Honda B20A engine	production	1985
Honda J engine	production	1996
Pagani Zonda	production	1999
Pagani Zonda	production	2009
Lancia Aurelia	production	1950
Lancia Aurelia	production	18201
Petrof	production	Yearly around 1,750 new grand pianos and 12,000 uprights
McEwan's	production	100000
AMC Eagle	production	--12-14
Nissan Avenir	production	1990
Nissan Avenir	production	1999
Toyota Chaser	production	1977
Vauxhall Victor	production	1957
Vauxhall Victor	production	390745
Vauxhall Victor	production	1961
Vauxhall Victor	production	328640
Vauxhall Victor	production	1964
Vauxhall Victor	production	219814
Vauxhall Victor	production	1967
Vauxhall Victor	production	198085
Vauxhall Victor	production	1972
Vauxhall Victor	production	44078
Vauxhall Victor	production	113476
Vauxhall Victor	production	7291
Vauxhall Victor	production	693
Vauxhall Victor	production	25185
GMC motorhome	production	1972
Renault 5 Turbo	production	1980
Toyota AZ engine	production	2000
Toyota MZ engine	production	1993
Toyota VZ engine	production	1988
Toyota UZ engine	production	1989
Toyota U engine	production	1961
Toyota U engine	production	2011
Toyota U engine	production	1965
Toyota U engine	production	2012
MG ZS	production	2001
BMW Z1	production	March 1989 – June 1991
Toyota RAV4	production	1994
Toyota RAV4	production	1997
Toyota RAV4	production	May 2000–November 2005
Toyota RAV4	production	December 2012–present
Toyota T engine	production	1970
Jaguar XJ220	production	1992
Chevrolet Cobalt	production	2004
Magic Hat Brewing Company	production	154236
15	production	1927
15	production	1929
15	production	1931
15	production	1930
Nissan AD	production	October 1982 – 1990
Nissan AD	production	2006
Austin Sheerline	production	1947
Type Four platform	production	1984
Isuzu VehiCROSS	production	1997
Fiat 131	production	1974
Toyota G engine	production	1979
Chevrolet HHR	production	2005
Toyota Stout	production	1954
Toyota Stout	production	1960
Toyota Stout	production	1979
Mitsubishi Minica	production	1962
Mitsubishi Minica	production	1961
Mitsubishi Minica	production	1962.1
Mitsubishi Minica	production	Sedan: 1969–1973
Mitsubishi Minica	production	Van: 1969-1981
Mitsubishi Minica	production	Skipper: 1971-1974
Mitsubishi Minica	production	1972
Mitsubishi Minica	production	1977
Mitsubishi Minica	production	1984
Mitsubishi Minica	production	1989
Mitsubishi Minica	production	1993
Mitsubishi Minica	production	1998
Toyota Hilux	production	March 1968 – present
Toyota Hilux	production	March 1968 – April 1972
Toyota Hilux	production	May 1972 – July 1978
Toyota Hilux	production	August 1978 – August 1983
Toyota Hilux	production	August 1983 – August 1988
Toyota Hilux	production	August 1988–1997
Toyota Hilux	production	1997
Toyota Hilux	production	August 2004 – May 2015
Toyota Hilux	production	2015
ARO M461	production	1957
ARO 24 Series	production	1972
ARO 10	production	1980
ARO 10	production	1997
Leyland Titan	production	1978
Saturn Aura	production	2006
Buick Apollo	production	1973
Pontiac Ventura	production	1960
Pontiac Ventura	production	1966
BMC B-Series engine	production	1954
BMC A-Series engine	production	1951
Hyundai Sonata	production	1985
Hyundai Sonata	production	1988
Hyundai Sonata	production	1993
Hyundai Sonata	production	1998
Hyundai Sonata	production	2005
Hyundai Sonata	production	2004
Hyundai Sonata	production	2010
Hyundai Sonata	production	2009
Hyundai Sonata	production	2014
Lexus LFA	production	Dec 2010 – Dec 2012
Infiniti Kuraza	production	2005
Saab 9-7X	production	2005
Ferrari F50 GT	production	1996
Ferrari F50 GT	production	3
Honda Today	production	1985
Bentley Continental Flying Spur	production	2005
Bentley Continental Flying Spur	production	2013
Studebaker Wagonaire	production	1963
Chery A15	production	2003
Fiat Seicento	production	1997
Fiat Albea	production	2002
Fiat Albea	production	2006
Autobianchi Bianchina	production	1957
Fiat 125	production	1967
Fiat 130	production	1969
Toyota Sera	production	February 1990 - December 1995
Fiat 1100	production	1953
Fiat 600	production	1955
Fiat 600	production	1956
Fiat 600	production	129994
Fiat Doblò	production	2000
Fiat Doblò	production	2010
Fiat Marea	production	1996
Fiat Marea	production	1998
Fiat Idea	production	2003
Fiat Idea	production	2005
Fiat Regata	production	1983
Fiat Ducato	production	1981
Fiat Ducato	production	1993
Fiat Ducato	production	2006
Lancia Fulvia	production	1963
Nissan Figaro	production	1991
Studebaker Lark	production	1959
Studebaker Lark	production	1962
Studebaker Lark	production	1964
Toyota Kijang	production	1977
Toyota Kijang	production	1976
Toyota Kijang	production	May 1977–1981
Toyota Kijang	production	1981
Toyota Kijang	production	1986
Toyota Kijang	production	January 1997–August 2004
Toyota Kijang	production	January 1997–February 2007
MG XPower SV	production	2003
Toyota bB	production	2000
Toyota bB	production	January 2000 – December 2005
Toyota bB	production	Toyota: December 2005&ndash;May 2016 Daihatsu: 2006&ndash;2012 Subaru: 2006&ndash;2012
MG MGB	production	1962
MG MGB	production	1965
MG MGB	production	1967
MG MGB	production	1973
MG MGB	production	1993
Cadillac DTS	production	2005
Plymouth Belvedere	production	1954
Pontiac Straight-8 engine	production	1933
Buick Straight-8 engine	production	1931
Chevrolet Inline-4 engine	production	1913
Triumph TR7	production	1975
Triumph TR7	production	112368
Triumph TR7	production	28864
Triumph TR7	production	2497
Audi S4	production	August 1991–July 1994
Audi S4	production	October 1997–September 2001
Audi S4	production	Mar 2003–Dec 2004
Audi S4	production	Feb 2004–Dec 2005
Audi S4	production	Nov 2004–Jun 2008
Audi S4	production	Jan 2006–2008
Audi S4	production	Nov 2008–2016
Hyundai Beta engine	production	1995
Cadillac Fleetwood	production	1984
Cadillac Fleetwood	production	1998
Cadillac Fleetwood	production	1993
Velie	production	1908
Audi RS 6	production	July 2002 – September 2004
Audi RS 6	production	April 2008 – 2010
Audi RS 6	production	2013
DeLorean DMC-12	production	8583
Reliant Rialto	production	1982
Kia Sephia	production	1992
Kia Sephia	production	September 1992–1997
Kia Sephia	production	1997
Kia Credos	production	1995
Jeepster Commando	production	1966
Honda A engine	production	1982
Fuller's Brewery	production	215000
Fiat Oggi	production	1983
Fiat 147	production	Brazil: 1976-1987
Fiat 147	production	Argentina: 1982-1996
Fiat 147	production	Colombia: 1979-1984
Hyundai Getz	production	2002
Hyundai Getz	production	2004
Dodge Matador	production	1959
Dodge La Femme	production	1955
Studebaker President	production	1926
Studebaker President	production	1955
Studebaker President	production	1934
Studebaker President	production	1941
Mercury Montclair	production	1955
Mercury Montclair	production	1964
Mercury Park Lane	production	1958
Mercury Park Lane	production	1964
Mercury Park Lane	production	1967
Chrysler Windsor	production	1939
Chrysler Windsor	production	1961
Chrysler Windsor	production	1946
Chevrolet K5 Blazer	production	1969
Ford Zeta engine	production	1991
Ford Sigma engine	production	1995
Nissan Stagea	production	1996
Nissan Stagea	production	2001
Plymouth Plaza	production	1954
Plymouth Savoy	production	1954
Škoda Fabia	production	1999
Škoda Fabia	production	2007
Škoda Fabia	production	August 2014–present
Dodge Regent	production	1951
Proton Waja	production	2000
Proton Wira	production	Early 1993 – June 2009\n952,216 units sold
Agropur	production	3300000000
Webster's Brewery	production	1300000
GAZ Volga	production	1956
GAZ Volga	production	1958
GAZ Volga	production	1962
GAZ Volga	production	1970
GAZ Volga	production	1977
GAZ Volga	production	1982
GAZ Volga	production	1985
GAZ Volga	production	1992
GAZ Volga	production	2004
GAZ Volga	production	1998
Proton Saga	production	1985
Proton Saga	production	1992
Proton Saga	production	2003
Proton Saga	production	2008
Proton Saga	production	2010
Proton Saga	production	2011
Proton Saga	production	2016
Opel GT	production	1968
Opel GT	production	2007
Proton GEN•2	production	February 2004&ndash;2012
Nash-Healey	production	1951
Honda Beat	production	1991
Jaguar XJR-15	production	1990
Volvo C70	production	1996
Volvo C70	production	P80: 1996–2004
Volvo C70	production	P1: 2006–2013
Volvo C70	production	1997
Volvo C70	production	1998
Volvo C70	production	2006
Citroën Acadiane	production	1977
Citroën C15	production	1984
Citroën M35	production	1969
Citroën M35	production	267
Cadillac BLS	production	2005
Cadillac BLS	production	2009
Citroën H Van	production	1947
Citroën Elysée	production	2002
TorqueFlite	production	1956
Chrysler PowerFlite transmission	production	1954
Citroën TUB	production	1939
Turbo-Hydramatic	production	1964
Chevrolet S-10 Blazer	production	1982
Chevrolet S-10 Blazer	production	1995
Chevrolet S-10 Blazer	production	1997
Cruise-O-Matic	production	1958
Powerglide	production	1950
Toyota Mark II	production	1968
Toyota Mark II	production	April 1968 – July 1974
Toyota Mark II	production	1972
Toyota Mark II	production	December 1976 – August 1980
Toyota Mark II	production	August 1980 – 1984
Toyota Mark II	production	1984
Toyota Mark II	production	1983
Toyota Mark II	production	1988
Toyota Mark II	production	1992
Toyota Mark II	production	1996
Toyota Mark II	production	2000
Toyota Mark II	production	January 2002 – June 2007
Suzuki Ignis	production	2000
Suzuki Ignis	production	2016
Suzuki Ignis	production	2001
Suzuki Ignis	production	2003
Buick Wildcat	production	1963
Buick Somerset	production	1985
BMW X3	production	2003
BMW X3	production	--08-31
BMW X3	production	--09-01
Thomas Vista	production	1989
Citroën Jumpy	production	1994
Citroën Jumpy	production	June 1994 – December 2006
Citroën Jumpy	production	July 1995 – December 2006
Citroën Jumpy	production	February 1996 – December 2006
Citroën Jumpy	production	December 2006 – March 2016
Citroën Jumpy	production	March 2016 – present
Citroën FAF	production	1973
BMW E9	production	1968
Packard Clipper	production	1941
Packard Clipper	production	1946
Packard Clipper	production	1953
Packard Clipper	production	1956
Packard Clipper	production	1957
Daewoo S-TEC engine	production	1991
Opel Meriva	production	2003
Opel Meriva	production	2010
SEAT Córdoba	production	1993
SEAT Córdoba	production	2002
Alfa Romeo Kamal	production	2003
Alfa Romeo Brera and Spider	production	2005
Alfa Romeo Brera and Spider	production	2006
Alfa Romeo 159	production	2004
Citroën Méhari	production	1968
AMC Spirit	production	1979
Stutz Blackhawk	production	1971
Stutz Blackhawk	production	1972
Stutz Blackhawk	production	1973
Stutz Blackhawk	production	1974
Stutz Blackhawk	production	1977
Stutz Blackhawk	production	1980
Stutz Blackhawk	production	1985
Kia Rio	production	2000
Kia Rio	production	2001
Kia Rio	production	2005
Kia Rio	production	2011
Lancia Delta S4	production	1985
Fully Integrated Robotised Engine	production	1985
Fully Integrated Robotised Engine	production	2009
PSA DT17	production	2004
Dodge Ramcharger	production	1974
Dodge Ramcharger	production	1981
Dodge Ramcharger	production	1995
Saab H engine	production	1981
Chimay Brewery	production	123000.0
Orval Brewery	production	45000.0
Duvel Moortgat Brewery	production	270000.0
Achel Brewery	production	4500.0
Rochefort Brewery	production	18000.0
Westmalle Brewery	production	120000.0
SS 1	production	1931
SS Jaguar 100	production	1936
Audi Q5	production	July 2008–present
Audi Q5	production	2017
Ford Transit Connect	production	2002
Ford Transit Connect	production	2012
Mitsubishi GS platform	production	2005
Mitsubishi PS platform	production	March 2003–August 2012
AMC Concord	production	1977
GAZ-M20 Pobeda	production	1946
Toyota GR engine	production	2002
Lancia Lambda	production	1922
Lancia V4 engine	production	1922
GAZ-12 ZIM	production	1950
Dacia Lăstun	production	1988
Suzuki Vitara	production	1988
Suzuki Vitara	production	1997
Suzuki Vitara	production	2005
Suzuki Vitara	production	Extended production continues for some markets
Suzuki Cultus	production	1983
Suzuki Cultus	production	1988
Suzuki Cultus	production	199
Suzuki Cultus	production	2000
Suzuki Cultus	production	1990
Cummins B Series engine	production	1984
Cummins B Series engine	production	1989
Cummins B Series engine	production	2007
Navistar VT engine	production	2003
Hyundai Excel	production	1985
Hyundai Excel	production	1989
Hyundai Excel	production	1995
Ford GT90	production	1995
Honda Concerto	production	1988
Alfa Romeo 145 and 146	production	1994
Alfa Romeo 145 and 146	production	1995
Alfa Romeo 8C	production	1931
Alfa Romeo 8C	production	1935
MG T-type	production	1936
MG T-type	production	1939
MG T-type	production	1945
MG T-type	production	1950
MG T-type	production	1953
MG MGA	production	1955
MG MGA	production	1958
MG MGA	production	1959
MG MGA	production	1960
Dennis Dominator	production	1977
Hummer H3	production	April 2005–May 2010
Schuppan 962CR	production	1992
Schuppan 962CR	production	5
Alfa Romeo 75	production	1985
Alfa Romeo Twin Spark engine	production	1986
Bugatti 8-cylinder line	production	1922
Bugatti Type 57	production	1934
Bugatti Type 57	production	710
Scania N112	production	1978
Austin-Healey 100	production	1953
MG Midget	production	1961
Ford Explorer Sport Trac	production	2000
Ford Explorer Sport Trac	production	2006
Daewoo Magnus	production	2000
Austin A90 Atlantic	production	1949
Fiat Twin Cam engine	production	1966
Renault Master	production	1980
Renault Master	production	1992
Renault Master	production	1998
Renault Master	production	1999
Renault Master	production	2010
